"PC1","PC2"
1.62221116935333,1.4904021248966
1.65484125951606,1.40067704382352
1.71032867613311,1.37628416976646
1.7504534845174,1.32388450009191
1.77479908247419,1.26941150671865
1.72832950980523,1.30281130346789
1.70099408263739,1.29708476476339
1.74922732621416,1.19135907062844
1.78990344366468,1.10838668648842
1.83520667541616,1.00991668340121
1.87445302386961,0.927910366113595
1.91130194719263,0.840610641826333
1.9399576547754,0.763213207431365
1.98198890686518,0.688603561874872
2.0257918957887,0.596423182983069
2.05321053349576,0.522044759829503
2.07959728202917,0.440722548027614
2.04095632949255,0.440087925642045
2.01166062689678,0.445873927791041
2.0634142061155,0.389801291732715
2.10070834506667,0.374062679348927
2.11183963855813,0.411659862459287
2.14164920547767,0.411348378681057
2.18610259073171,0.380766311803022
2.18514508078826,0.42725937795506
0.249976404917938,1.45393005214859
0.24942327071615,1.42373973042428
0.22915581338575,1.42851953503313
0.197680092814718,1.46979924625028
0.169072231291936,1.50113632757681
0.176320673797031,1.46294569932153
0.147978065489941,1.4890095436476
0.126912768249237,1.51161168330442
0.0982240315779761,1.55828544220624
0.0725337002994891,1.59438257676372
0.269152155688964,1.37475123576586
0.308502007061489,1.31814503662837
0.29684644792928,1.28508645537959
0.302810229626035,1.23320953119774
0.336979832494991,1.16191062928292
0.363917634967023,1.11278136325185
0.392670604678533,1.06679191914634
0.425513941469522,1.021859202234
2.44193285425759,-1.1434479429525
2.41646825118862,-1.07457418851285
2.36734822662692,-0.990444645805213
2.32162864780799,-0.928806831035558
2.27044900542588,-0.862570113717455
2.21166880651205,-0.79429064166522
2.17816233668193,-0.736174832251648
2.11345580081405,-0.652065668853679
1.99766297929349,-0.529072209991506
1.95285930514842,-0.473874980444884
1.91029572149166,-0.449481897077227
1.88440046463842,-0.466187622866341
2.31617915082049,-1.76929525625112
2.28726468593998,-1.75539811723136
2.25978207031999,-1.74446966911046
2.22560440152455,-1.72792593124618
2.19122571255394,-1.70542464158503
2.15865386976902,-1.67177303381255
2.11728991124528,-1.6143517288502
2.08798979299473,-1.54179481837206
2.05164874833249,-1.5057783638111
2.03256868968169,-1.51872025356513
2.02889908532389,-1.54971570077001
2.00043425172634,-1.53102835817595
1.96268008017465,-1.51006682913421
1.8846827803478,-1.38532172000653
-0.452042687784228,0.44842006636552
-0.42888448850735,0.411668767355121
-0.405836032939906,0.355525222333981
-0.349937999790862,0.248441088261238
-0.315063913740503,0.186672273152546
-0.284083335121623,0.121894427146669
-0.276258875516204,0.0918652561047976
-0.246728868529205,0.0480797174158585
-0.190476641090066,-0.0248591671822365
-0.164251897980883,-0.0127423635972522
-0.132708038970291,0.00542265212527467
-0.115843107646138,0.0251371995009086
-0.0885739937822981,0.0321820474555173
-0.0687127373291218,0.043322594533231
-0.0402770274204624,0.0526719885894337
-0.0161347850298941,0.0689248312957516
0.0144395927114568,0.0200673369764172
0.0422974603842323,-0.0395077623705687
0.0706007988127771,-0.0902874100503804
-0.483661436280512,0.502349516315159
-0.514880224689631,0.54636648671764
-0.540817086812471,0.569713241857534
-0.574943004148384,0.598957038796906
-0.815577274704421,-0.0318634732424238
-0.85272448033106,0.0299858125522872
-0.905630093750669,0.0697355341836797
-0.946511136775363,0.0999050579771994
-0.99141623357609,0.127699545327303
-1.05670502733465,0.209655123651252
-1.10652329428714,0.278246707413499
-0.774391708585183,-0.0425904306826344
-0.76265293891372,-0.0896368112919729
-0.745087429807752,-0.119152589253637
-0.714776225018372,-0.164739470618897
-0.693963699412079,-0.194084117553889
-0.672564755388238,-0.225280427507698
-0.644464517398582,-0.2680998993443
-0.618577326471542,-0.306149337605656
-0.595684380410385,-0.337627399615556
-0.876340376817381,0.00719174393784056
-0.896485608857619,0.0193480502786593
-0.919811544093875,0.0300149163427178
-0.947501420679388,0.0529087883998161
-0.98226758815615,0.0733068133293936
-1.006967380403,0.093634557227957
-1.03817576749487,0.127638407398163
-1.07654340088957,0.176485712062564
-1.10477894587534,-0.422832800377082
-1.12114665498417,-0.421051837010504
-1.13829140136849,-0.421474779060495
-1.15621942581837,-0.418093754387649
-1.17558137979275,-0.409741414769647
-1.19228689621136,-0.395361033013059
-1.21165717123958,-0.378998197209175
-1.23015913252634,-0.385781253796178
-1.2501199864993,-0.363561506880608
-1.26467044810491,-0.360643345634897
-1.28612322385177,-0.340144470709628
-1.30692742840395,-0.318810319960447
-1.3344909191721,-0.292545194264249
-1.11885090763699,-0.380395511971075
-1.08380076457345,-0.424090390319256
-1.06976624755453,-0.430480445889093
-1.054189882438,-0.483212606583446
-1.0525424511579,-0.506157217604228
-1.04340004652829,-0.554542077462804
-1.0491791950302,-0.555367372942448
-1.05104611372922,-0.571207253943044
-1.06635930589375,-0.521745706202817
-1.07875288755024,-0.469526729278057
-1.12413491418672,-0.357722672662043
-1.36803457861733,-0.261147812250858
-2.02817860424965,-0.355996432574849
-2.0684836301743,-0.317665451567995
-2.11385292010216,-0.280642799466981
-2.14386558746003,-0.272371139845397
-2.17734501386498,-0.24028944303574
-2.21009499392682,-0.22270914797737
-2.23081416280363,-0.220716922896381
-2.26039176072326,-0.19363669137542
-2.28478286934896,-0.157871629216508
-2.3101437143715,-0.126363416863157
-2.33356924712755,-0.0823362568058138
-2.40835854520534,-0.0449014802414712
-2.50452390440872,0.00170074176570678
-1.99340827624597,-0.380399705597367
-1.96898205826837,-0.38744371630953
-1.94422843429849,-0.397074025179553
-1.91999699570569,-0.404168356234264
-1.89563501076862,-0.411896681742816
-1.85597647577519,-0.453065562620078
-1.8324578414176,-0.461679484295092
-1.80587656862699,-0.480185715518132
-2.16938376712464,-0.276960480670766
-2.14872467076119,-0.283642268640962
-2.18769302929031,-0.281690592868847
-2.17557718243025,-0.316620588514388
