capture.id,animal.id,capture.season.2,bolus,herd,age.month,condition,pregnant,milk,calf.at.heel,tb.status,age.horn.residual,BHV.exposure,PI3.exposure,AD3.exposure,BRSV.Exposure,MH.exposure,MB.exposure
B57-0109,B57,wet,control,Lower Sabie,46,4,no,no,no,0,65.0737,0,1,0,0,0,1
O8-0209,O8,wet,control,Lower Sabie,79,1.5,late,no,yes,0,77.0878,0,0,0,0,1,0
B43-0209,B43,wet,control,Lower Sabie,104,3,no,yes,yes,0,68.5063,0,0,0,0,0,1
O26-0209,O26,wet,control,Lower Sabie,47,3.75,no,no,no,0,43.61995,0,0,0,0,1,0
O1-0309,O1,wet,control,Lower Sabie,68,2,no,unknown,yes,1,72.79705,0,0,0,0,0,0
O38-0309,O38,wet,bolus,Lower Sabie,37,3.75,no,no,no,0,43.61995,0,1,0,0,0,0
O11-0309,O11,wet,bolus,Lower Sabie,93,3,no,yes,yes,0,82.2367,0,0,0,0,0,0
O23-0309,O23,wet,control,Lower Sabie,48,4,no,no,no,0,46.1944,0,0,0,0,0,0
R13-0409,R13,dry,control,Crocodile Bridge,51,4.5,no,no,no,0,56.4922,0,0,0,0,0,0
R24-0409,R24,dry,bolus,Crocodile Bridge,47,2.75,no,no,no,0,57.35035,0,0,0,0,0,1
R41-0409,R41,dry,control,Crocodile Bridge,51,3.5,no,no,no,0,55.63405,0,0,0,0,1,0
Y12-0409,Y12,dry,bolus,Crocodile Bridge,66,2.5,no,no,no,0,65.0737,0,0,0,0,0,0
R25-0409,R25,dry,bolus,Crocodile Bridge,66,2.5,no,no,no,0,51.3433,0,0,0,0,0,0
R40-0409,R40,dry,control,Crocodile Bridge,35,3.25,no,no,no,0,42.7618,0,0,0,0,0,0
R6-0409,R6,dry,bolus,Crocodile Bridge,41,3.25,no,no,no,0,44.4781,0,0,0,0,0,1
Y40-0409,Y40,dry,control,Crocodile Bridge,36,3.75,no,no,no,0,44.4781,0,0,0,1,0,1
R28-0409,R28,dry,control,Crocodile Bridge,52,2.5,no,no,no,0,53.0596,0,0,0,1,0,0
Y9-0409,Y9,dry,bolus,Crocodile Bridge,52,3.25,no,no,no,0,54.7759,0,0,0,0,0,0
R27-0409,R27,dry,bolus,Crocodile Bridge,39,4.25,no,no,no,0,53.0596,0,0,0,0,0,1
R3-0409,R3,dry,control,Crocodile Bridge,66,2.5,no,yes,yes,1,72.79705,0,0,0,0,0,1
R33-0409,R33,dry,control,Crocodile Bridge,48,2.5,no,no,no,0,54.7759,0,0,0,0,0,0
R34-0409,R34,dry,control,Crocodile Bridge,30,2.75,no,no,no,0,41.0455,0,0,0,0,1,0
R37-0409,R37,dry,bolus,Crocodile Bridge,37,3,no,no,no,0,42.7618,0,0,1,0,0,1
Y8-0409,Y8,dry,control,Crocodile Bridge,51,2.5,no,no,no,0,44.4781,0,1,0,0,0,0
R44-0409,R44,dry,control,Crocodile Bridge,65,3,no,no,no,0,72.79705,0,0,1,0,0,0
R51-0409,R51,dry,bolus,Crocodile Bridge,47,4,no,no,no,0,58.2085,1,0,0,0,0,0
Y16-0409,Y16,dry,control,Crocodile Bridge,36,3.25,no,no,no,0,44.4781,0,0,0,0,0,1
Y27-0409,Y27,dry,bolus,Crocodile Bridge,60,3.5,no,no,no,0,71.9389,0,0,0,0,0,0
Y28-0409,Y28,dry,bolus,Crocodile Bridge,47,3.5,no,no,no,0,58.2085,0,0,0,0,0,0
R20-0409,R20,dry,control,Crocodile Bridge,54,2.25,no,no,no,0,48.76885,0,0,0,0,0,0
R23-0409,R23,dry,bolus,Crocodile Bridge,30,3,no,no,no,0,41.0455,0,0,0,0,1,0
W2-0409,W2,dry,bolus,Crocodile Bridge,37,3,no,no,no,0,53.0596,0,0,0,0,0,0
Y17-0409,Y17,dry,control,Crocodile Bridge,66,2.75,no,no,no,0,53.0596,0,0,0,0,0,0
R10-0409,R10,dry,bolus,Crocodile Bridge,52,4.25,no,no,no,0,44.4781,0,0,0,1,1,0
R12-0409,R12,dry,control,Crocodile Bridge,47,4,no,no,no,0,52.20145,0,0,0,0,0,0
R30-0409,R30,dry,bolus,Crocodile Bridge,67,2.75,no,no,no,0,57.35035,0,0,0,0,0,0
R36-0409,R36,dry,bolus,Crocodile Bridge,103,2.5,late,no,no,0,71.9389,0,0,0,0,0,0
R39-0409,R39,dry,control,Crocodile Bridge,41,3.5,no,no,no,0,41.90365,0,0,0,0,1,0
Y19-0409,Y19,dry,bolus,Crocodile Bridge,28,4,no,no,no,0,41.0455,0,0,0,0,0,0
Y4-0409,Y4,dry,control,Crocodile Bridge,54,4,no,no,no,0,53.91775,0,0,0,0,0,0
Y47-0409,Y47,dry,control,Crocodile Bridge,38,3.75,no,no,no,0,56.4922,0,0,0,0,0,0
R17-0409,R17,dry,bolus,Crocodile Bridge,73,2.25,no,no,no,0,63.3574,0,0,0,0,0,0
R21-0409,R21,dry,control,Crocodile Bridge,72,2.5,no,no,no,0,44.4781,0,0,0,0,0,0
R47-0409,R47,dry,bolus,Crocodile Bridge,37,4,no,no,no,0,53.0596,0,0,0,0,0,0
Y42-0409,Y42,dry,control,Crocodile Bridge,79,3.25,no,no,no,0,68.5063,0,0,0,0,0,0
R5-0409,R5,dry,bolus,Crocodile Bridge,64,3.25,no,no,no,0,59.9248,1,0,0,1,0,1
Y14-0409,Y14,dry,bolus,Crocodile Bridge,52,4.25,no,no,no,0,59.9248,0,0,0,0,0,0
R29-0509,R29,dry,bolus,Crocodile Bridge,115,2,no,yes,yes,0,54.7759,0,0,0,1,0,0
Y31-0509,Y31,dry,bolus,Crocodile Bridge,54,3.5,no,no,no,0,61.6411,0,0,1,0,0,1
R22-0509,R22,dry,bolus,Crocodile Bridge,51,4.25,no,no,no,0,58.2085,0,0,0,0,1,1
R35-0509,R35,dry,bolus,Crocodile Bridge,67,2,no,yes,yes,0,69.36445,0,0,0,0,0,0
Y26-0509,Y26,dry,control,Crocodile Bridge,30,3.25,no,no,no,0,41.0455,0,0,0,0,0,0
Y29-0509,Y29,dry,bolus,Crocodile Bridge,70,3,early,no,no,0,48.76885,0,0,0,1,0,0
R19-0509,R19,dry,control,Crocodile Bridge,42,2.5,no,no,no,0,59.9248,0,0,0,0,0,0
R31-0509,R31,dry,control,Crocodile Bridge,139,2.5,late,no,no,0,59.9248,0,0,0,0,0,0
Y36-0509,Y36,dry,control,Crocodile Bridge,65,3.25,no,no,no,0,59.06665,1,0,1,0,1,1
R52-0509,R52,dry,control,Crocodile Bridge,139,2.25,no,no,no,0,94.2508,0,0,0,0,0,0
Y10-0509,Y10,dry,control,Crocodile Bridge,66,3,no,no,no,0,43.61995,0,0,0,0,0,0
Y11-0509,Y11,dry,bolus,Crocodile Bridge,52,3,no,no,no,0,-53.351,0,0,0,0,0,0
R1-0509,R1,dry,bolus,Crocodile Bridge,61,3.5,no,no,no,0,32.464,0,0,0,0,0,1
Y32-0509,Y32,dry,control,Crocodile Bridge,39,2.75,no,no,no,0,41.0455,0,0,0,0,0,0
Y35-0509,Y35,dry,bolus,Crocodile Bridge,52,2.75,no,no,no,0,50.48515,0,0,0,0,0,0
Y6-0509,Y6,dry,bolus,Crocodile Bridge,49,2.75,no,no,no,0,51.3433,0,0,0,0,0,0
Y3-0509,Y3,dry,control,Crocodile Bridge,91,3.75,no,no,no,1,60.78295,0,0,0,0,0,0
Y43-0509,Y43,dry,bolus,Crocodile Bridge,48,3.5,no,no,no,0,58.2085,0,0,0,0,1,0
R32-0509,R32,dry,control,Crocodile Bridge,116,2.5,late,no,no,0,59.9248,0,0,0,0,0,0
R43-0509,R43,dry,control,Crocodile Bridge,127,2.25,no,no,no,0,61.6411,0,0,0,0,0,0
Y23-0509,Y23,dry,control,Crocodile Bridge,91,3,no,no,no,1,57.35035,0,0,0,0,0,0
R9-0509,R9,dry,control,Crocodile Bridge,38,3,no,no,no,0,47.9107,0,0,0,0,0,0
O2-0609,O2,dry,bolus,Lower Sabie,66,2.5,early,no,no,0,65.0737,0,0,0,0,0,0
Y13-0609,Y13,dry,control,Crocodile Bridge,39,3.75,no,no,no,0,55.63405,0,0,0,0,0,0
Y18-0609,Y18,dry,bolus,Crocodile Bridge,116,3,no,no,yes,0,65.93185,0,0,0,0,0,0
R38-0609,R38,dry,bolus,Crocodile Bridge,66,3.5,no,no,no,0,57.35035,0,0,0,0,0,1
Y22-0609,Y22,dry,bolus,Crocodile Bridge,38,4.25,no,no,no,0,28.17325,0,0,0,0,0,0
Y45-0609,Y45,dry,control,Crocodile Bridge,49,4,no,no,no,0,51.3433,0,0,0,0,1,0
B27-0609,B27,dry,bolus,Lower Sabie,40,3.5,no,no,no,0,61.6411,0,0,0,0,0,0
O9-0609,O9,dry,control,Lower Sabie,41,4,no,no,no,0,49.627,0,0,0,0,0,0
Y38-0609,Y38,dry,control,Crocodile Bridge,31,3.75,no,no,no,0,40.01572,0,0,0,0,0,0
B17-0609,B17,dry,bolus,Lower Sabie,76,4.25,early,no,no,0,61.6411,0,0,0,0,0,0
B8-0609,B8,dry,bolus,Lower Sabie,66,3.75,early,no,no,0,63.3574,0,0,0,0,0,0
O6-0609,O6,dry,bolus,Lower Sabie,51,3.75,no,no,no,1,59.9248,0,0,0,0,0,0
B34-0609,B34,dry,bolus,Lower Sabie,40,3.5,no,no,no,0,57.35035,0,0,0,0,0,0
O15-0609,O15,dry,bolus,Lower Sabie,74,3,no,no,yes,0,60.78295,0,0,0,0,0,1
O20-0609,O20,dry,bolus,Lower Sabie,41,4,no,no,no,0,47.05255,0,0,0,0,0,1
O7-0609,O7,dry,bolus,Lower Sabie,52,3.5,no,no,no,1,68.5063,0,0,0,0,0,1
B23-0709,B23,dry,bolus,Lower Sabie,132,3,early,yes,yes,0,75.3715,0,0,0,0,0,0
O3-0709,O3,dry,bolus,Lower Sabie,44,3.5,no,no,no,0,53.0596,0,0,0,0,0,0
B20-0709,B20,dry,control,Lower Sabie,43,3.5,early,no,no,0,45.33625,0,0,0,0,1,0
O18-0709,O18,dry,bolus,Lower Sabie,54,3.5,no,no,no,0,58.2085,0,0,0,0,0,0
B15-0709,B15,dry,bolus,Lower Sabie,43,4.5,mid,no,no,1,58.2085,1,0,0,0,1,0
B22-0709,B22,dry,control,Lower Sabie,85,3.75,mid,no,no,1,67.64815,0,0,0,0,0,0
O35-0709,O35,dry,control,Lower Sabie,31,4.25,no,no,no,0,35.03845,0,1,0,0,0,0
O37-0709,O37,dry,bolus,Lower Sabie,42,3.25,no,no,no,0,58.2085,0,0,0,0,0,0
O4-0709,O4,dry,control,Lower Sabie,37,4.5,no,no,no,0,49.627,0,0,0,0,0,0
O12-0709,O12,dry,control,Lower Sabie,67,4,early,yes,yes,0,68.5063,0,0,0,0,1,0
B38-0709,B38,dry,bolus,Lower Sabie,169,2.25,no,yes,yes,1,64.21555,0,0,0,0,0,0
O13-0709,O13,dry,control,Lower Sabie,97,3.25,late,no,no,0,72.79705,0,0,0,0,0,0
O34-0709,O34,dry,bolus,Lower Sabie,85,2.75,no,no,no,0,71.9389,0,0,0,0,0,0
O41-0709,O41,dry,control,Lower Sabie,55,3.75,no,no,no,0,67.64815,0,0,0,0,0,0
O16-0709,O16,dry,bolus,Lower Sabie,73,4.25,early,no,no,0,81.37855,0,0,0,0,0,0
B19-0709,B19,dry,control,Lower Sabie,109,2.5,no,yes,yes,0,72.79705,0,0,1,0,1,0
B35-0709,B35,dry,bolus,Lower Sabie,48,4,no,no,no,0,49.627,0,0,0,0,0,0
O30-0809,O30,dry,control,Lower Sabie,55,4.5,no,no,no,0,54.7759,0,0,0,0,0,0
B57-0809,B57,dry,control,Lower Sabie,54,3.25,early,no,no,0,73.6552,1,0,0,0,0,0
O38-0809,O38,dry,bolus,Lower Sabie,42,4.25,no,no,no,0,53.0596,0,0,0,0,0,0
B26-0809,B26,dry,control,Lower Sabie,41,3.5,no,no,no,0,62.49925,0,0,0,0,0,0
B5-0809,B5,dry,control,Lower Sabie,44,4.25,no,no,no,0,68.5063,0,0,0,0,1,0
B53-0809,B53,dry,bolus,Lower Sabie,65,3,no,no,no,0,47.9107,0,0,0,0,0,0
O31-0809,O31,dry,control,Lower Sabie,43,4.5,no,no,no,0,52.20145,0,0,0,0,0,1
O43-0809,O43,dry,control,Lower Sabie,54,3.5,no,no,no,0,76.22965,1,0,0,0,0,0
Y19-0909,Y19,dry,bolus,Crocodile Bridge,32,3.25,no,no,no,0,53.0596,0,0,0,0,0,0
Y27-0909,Y27,dry,bolus,Crocodile Bridge,65,3,no,no,no,0,73.6552,0,0,0,0,0,0
Y10-0909,Y10,dry,control,Crocodile Bridge,70,1.25,no,no,no,0,49.627,0,0,0,0,0,0
R17-0909,R17,dry,bolus,Crocodile Bridge,77,2.5,no,no,no,1,64.21555,0,0,0,0,0,0
W2-0909,W2,dry,bolus,Crocodile Bridge,41,3.5,no,no,no,0,55.63405,0,0,0,0,0,0
Y3-0909,Y3,dry,control,Crocodile Bridge,95,3.25,no,no,no,1,62.49925,0,0,0,0,0,0
Y8-0909,Y8,dry,control,Crocodile Bridge,56,2.5,no,no,no,0,51.3433,0,0,0,0,0,0
Y16-0909,Y16,dry,control,Crocodile Bridge,41,3,no,no,no,0,47.05255,0,0,0,0,0,0
Y47-0909,Y47,dry,control,Crocodile Bridge,42,2.75,no,no,no,0,59.06665,0,0,0,0,0,0
Y9-0909,Y9,dry,bolus,Crocodile Bridge,57,3,no,no,no,0,61.6411,0,0,0,0,0,0
R29-0909,R29,dry,bolus,Crocodile Bridge,119,2.25,no,no,no,0,55.63405,0,0,0,0,0,0
Y14-0909,Y14,dry,bolus,Crocodile Bridge,56,3.5,no,no,no,0,63.3574,0,0,0,0,0,0
Y28-0909,Y28,dry,bolus,Crocodile Bridge,52,2.5,no,no,no,0,62.49925,0,0,0,0,0,0
R34-0909,R34,dry,control,Crocodile Bridge,35,1.75,no,no,no,0,41.0455,0,1,0,0,0,1
R38-0909,R38,dry,bolus,Crocodile Bridge,70,2.75,no,no,no,0,59.06665,0,0,0,0,0,0
Y12-0909,Y12,dry,bolus,Crocodile Bridge,71,2.75,early,no,no,0,63.3574,0,1,0,0,0,0
Y6-0909,Y6,dry,bolus,Crocodile Bridge,53,2,no,no,no,0,52.20145,0,0,0,0,0,0
Y45-0909,Y45,dry,control,Crocodile Bridge,52,2.75,no,no,no,0,57.35035,0,0,0,0,1,0
Y17-0909,Y17,dry,control,Crocodile Bridge,71,1.5,no,no,no,0,57.35035,0,0,0,0,0,0
Y26-0909,Y26,dry,control,Crocodile Bridge,35,1.75,no,no,no,0,43.61995,0,0,0,0,0,0
Y29-1009,Y29,wet,bolus,Crocodile Bridge,75,3,no,no,no,0,47.9107,0,0,0,0,0,0
B7-1109,B7,wet,bolus,Lower Sabie,52,2.5,no,no,no,0,61.6411,0,1,0,0,0,0
O14-1109,O14,wet,control,Lower Sabie,69,1.25,no,no,no,1,65.0737,0,0,1,0,0,0
O22-1109,O22,wet,bolus,Lower Sabie,59,1.75,late,no,no,1,61.6411,0,1,0,0,0,0
O46-1109,O46,wet,bolus,Lower Sabie,113,1.5,late,no,yes,0,60.78295,0,0,0,0,1,1
B33-1109,B33,wet,control,Lower Sabie,67,1.5,no,no,no,0,59.9248,0,0,0,0,0,0
B34-1109,B34,wet,bolus,Lower Sabie,44,2.5,no,no,no,1,65.0737,0,0,0,0,0,1
O26-1109,O26,wet,control,Lower Sabie,56,1.5,no,no,no,1,54.7759,1,0,1,0,0,0
B20-1109,B20,wet,control,Lower Sabie,46,2.5,no,no,no,0,47.9107,0,1,0,0,0,0
B29-1109,B29,wet,control,Lower Sabie,34,3.5,no,no,no,0,59.9248,1,1,0,0,0,0
B57-1109,B57,wet,control,Lower Sabie,56,2.75,mid,no,no,1,75.3715,0,0,0,0,0,0
B6-1109,B6,wet,bolus,Lower Sabie,83,3.5,late,no,no,0,78.8041,1,0,1,0,0,0
B8-1109,B8,wet,bolus,Lower Sabie,71,3.5,no,no,no,0,65.0737,1,0,0,0,0,0
O16-1109,O16,wet,bolus,Lower Sabie,77,2.5,late,no,yes,0,80.5204,0,1,0,0,0,1
O24-1109,O24,wet,bolus,Lower Sabie,59,3,late,no,no,1,65.0737,0,0,0,0,0,0
O7-1109,O7,wet,bolus,Lower Sabie,57,2.5,mid/late,no,no,1,68.5063,0,1,0,0,0,0
B15-1109,B15,wet,bolus,Lower Sabie,47,3.25,late,no,no,1,53.0596,1,1,0,0,0,0
B17-1109,B17,wet,bolus,Lower Sabie,80,2.5,mid,no,no,0,57.35035,1,1,1,0,0,0
B24-1109,B24,wet,bolus,Lower Sabie,88,2,late,no,yes,0,71.9389,0,0,0,1,0,0
O13-1109,O13,wet,control,Lower Sabie,101,2,late,no,no,0,69.36445,0,0,0,0,0,0
O4-1109,O4,wet,control,Lower Sabie,41,2.75,no,no,no,1,49.627,0,0,0,0,0,1
O45b-1109,O45b,wet,control,Lower Sabie,67,2.75,late,no,no,0,52.20145,0,0,0,0,0,0
B16-1109,B16,wet,control,Lower Sabie,59,2.25,late,no,no,1,47.9107,0,0,0,0,0,0
B22-1109,B22,wet,control,Lower Sabie,89,2.25,late,no,no,1,66.79,1,0,0,0,0,0
O12-1109,O12,wet,control,Lower Sabie,71,3,late,yes,yes,0,66.79,0,1,0,0,0,1
O18-1109,O18,wet,bolus,Lower Sabie,58,2.5,no,no,no,0,58.2085,0,0,0,0,0,0
B27-1109,B27,wet,bolus,Lower Sabie,46,2.75,no,no,no,0,63.3574,0,0,0,0,0,0
B3-1109,B3,wet,bolus,Lower Sabie,68,3,late,no,no,0,58.2085,1,1,0,0,0,1
B38-1109,B38,wet,bolus,Lower Sabie,173,1.5,no,yes,yes,1,61.6411,0,0,0,0,0,1
O11-1109,O11,wet,bolus,Lower Sabie,101,1.5,late,no,yes,1,84.81115,0,1,0,0,0,1
O6-1109,O6,wet,bolus,Lower Sabie,56,3.75,late,no,no,1,63.3574,0,1,0,0,0,0
O9-1109,O9,wet,control,Lower Sabie,46,2.25,no,no,no,0,57.35035,0,1,0,0,0,0
B5-1109,B5,wet,control,Lower Sabie,47,2.75,no,no,no,0,68.5063,1,1,0,0,0,0
O1-1109,O1,wet,control,Lower Sabie,77,2,late,no,no,1,73.6552,0,0,0,0,0,1
O15-1109,O15,wet,bolus,Lower Sabie,79,2.5,mid,no,no,1,59.9248,0,0,0,0,0,0
O41-1109,O41,wet,control,Lower Sabie,59,2.5,no,no,no,0,66.79,0,0,0,1,0,0
O48-1109,O48,wet,bolus,Lower Sabie,56,2.25,late,no,no,0,65.0737,0,1,0,0,0,0
B46-1109,B46,wet,bolus,Lower Sabie,77,2.25,late,no,no,0,54.7759,0,0,0,0,0,0
O19-1109,O19,wet,bolus,Lower Sabie,77,3,mid,no,yes,1,83.953,0,0,0,0,0,1
O28-1109,O28,wet,bolus,Lower Sabie,36,2.75,no,no,no,0,51.3433,0,0,0,0,0,0
O36-1109,O36,wet,control,Lower Sabie,101,3.5,late,no,no,0,64.21555,0,1,1,0,0,0
O37-1109,O37,wet,bolus,Lower Sabie,46,2.25,late,no,no,1,56.4922,0,0,0,0,1,0
B43-1109,B43,wet,control,Lower Sabie,113,2.25,late,no,no,0,63.3574,0,1,0,0,0,1
O34-1109,O34,wet,bolus,Lower Sabie,89,2.5,no,no,no,0,70.2226,0,0,0,0,0,0
B37-1109,B37,wet,control,Lower Sabie,56,2,no,no,no,1,56.4922,0,0,0,0,0,0
O38-1109,O38,wet,bolus,Lower Sabie,45,2.5,late,no,no,0,49.627,0,0,0,0,0,0
O43-1109,O43,wet,control,Lower Sabie,57,2.75,mid,no,no,0,73.6552,0,0,0,0,0,0
B25-1109,B25,wet,control,Lower Sabie,38,2.75,no,no,no,0,51.3433,0,0,0,0,0,0
B44-1109,B44,wet,bolus,Lower Sabie,56,3.25,mid,yes,yes,0,61.6411,0,0,1,0,0,1
O31-1109,O31,wet,control,Lower Sabie,46,2.5,late,no,no,0,53.0596,0,0,0,0,0,0
O47b-1109,O47b,wet,control,Lower Sabie,40,2.75,no,no,no,0,53.0596,0,0,0,0,0,0
O35-0110,O35,wet,control,Lower Sabie,37,3.75,no,no,no,0,42.7618,0,0,0,0,0,0
O40-0110,O40,wet,control,Lower Sabie,79,3.5,late,no,no,0,56.4922,0,0,0,0,0,0
O49-0110,O49,wet,bolus,Lower Sabie,59,3.75,no,no,no,0,68.5063,0,0,0,0,0,0
B26-0110,B26,wet,control,Lower Sabie,46,3.25,no,no,no,0,63.3574,1,0,0,0,0,1
B41-0110,B41,wet,control,Lower Sabie,36,3.5,no,no,no,0,46.1944,0,0,1,1,0,0
B35-0110,B35,wet,bolus,Lower Sabie,54,3.75,no,no,no,0,52.20145,0,0,0,0,0,0
O27-0110,O27,wet,control,Lower Sabie,58,3.5,no,no,no,1,69.36445,0,0,0,0,0,0
O20-0110,O20,wet,bolus,Lower Sabie,48,3.5,no,no,no,0,56.4922,0,1,0,0,0,0
B30-0110,B30,wet,control,Lower Sabie,46,3.5,late,no,no,0,59.06665,0,1,1,0,0,0
O5-0110,O5,wet,control,Lower Sabie,45,3.25,no,no,no,0,57.35035,0,1,1,0,0,0
B19-0210,B19,wet,control,Lower Sabie,116,3,mid,yes,yes,0,70.2226,0,0,0,1,0,0
O30-0210,O30,wet,control,Lower Sabie,61,4,late,no,no,0,62.49925,0,1,0,0,0,0
O44-0210,O44,wet,bolus,Lower Sabie,65,3.5,no,no,no,0,66.79,0,0,0,0,0,0
R16-0310,R16,wet,bolus,Crocodile Bridge,60,4,no,yes,no,0,61.6411,0,0,0,0,0,1
W2-0310,W2,wet,bolus,Crocodile Bridge,47,3.5,no,no,no,0,61.6411,0,0,0,0,0,1
Y14-0310,Y14,wet,bolus,Crocodile Bridge,62,3.75,no,no,no,0,63.3574,0,0,0,0,0,1
Y24b-0310,Y24b,wet,control,Crocodile Bridge,65,3.75,no,no,no,0,65.0737,0,0,0,1,0,0
Y13-0310,Y13,wet,control,Crocodile Bridge,48,3.25,no,no,no,0,61.6411,0,0,0,0,0,0
Y28-0310,Y28,wet,bolus,Crocodile Bridge,58,3.25,no,no,no,0,65.0737,0,0,0,0,0,0
Y46b-0310,Y46b,wet,control,Crocodile Bridge,65,3.5,no,no,no,0,64.21555,0,0,0,0,0,0
Y8-0310,Y8,wet,control,Crocodile Bridge,62,3.25,no,no,no,1,54.7759,0,0,0,0,0,1
R2-0310,R2,wet,bolus,Crocodile Bridge,59,3,no,no,no,1,48.76885,0,0,0,0,0,0
R20-0310,R20,wet,control,Crocodile Bridge,65,2.75,no,no,no,0,52.20145,0,0,1,0,0,0
R24-0310,R24,wet,bolus,Crocodile Bridge,59,3.25,no,no,no,0,63.3574,0,0,0,0,0,1
Y12-0310,Y12,wet,bolus,Crocodile Bridge,78,3.25,no,no,no,1,65.93185,0,0,0,0,0,0
Y17-0310,Y17,wet,control,Crocodile Bridge,77,3.25,no,no,no,0,53.91775,0,0,0,0,0,0
Y7b-0310,Y7b,wet,control,Crocodile Bridge,53,3,no,no,no,0,46.1944,0,0,0,0,0,0
Y45-0310,Y45,wet,control,Crocodile Bridge,59,3.25,early,no,no,0,59.9248,0,0,0,0,0,0
Y9-0310,Y9,wet,bolus,Crocodile Bridge,64,2.75,no,no,no,0,65.0737,0,0,0,0,0,1
R28-0310,R28,wet,control,Crocodile Bridge,63,2.5,no,no,no,0,71.9389,0,0,0,0,1,1
R41-0310,R41,wet,control,Crocodile Bridge,63,3,no,no,no,0,60.78295,0,0,0,0,0,0
Y4-0310,Y4,wet,control,Crocodile Bridge,65,2.25,no,no,no,0,57.35035,0,0,0,0,1,0
R33-0310,R33,wet,control,Crocodile Bridge,59,2.75,no,no,no,0,60.78295,0,0,0,0,0,1
R36-0310,R36,wet,bolus,Crocodile Bridge,114,2.25,no,no,no,0,71.9389,0,0,0,0,0,0
Y29-0310,Y29,wet,bolus,Crocodile Bridge,81,3,late,no,no,1,51.3433,0,0,0,0,0,0
R13-0310,R13,wet,control,Crocodile Bridge,63,3.5,early,no,no,0,65.93185,0,0,0,0,0,1
Y23-0310,Y23,wet,control,Crocodile Bridge,102,2.75,no,no,no,1,57.35035,0,0,1,0,0,0
R3-0410,R3,dry,control,Crocodile Bridge,77,3,no,no,no,1,71.08075,0,0,0,1,0,0
W4-0410,W4,dry,bolus,Crocodile Bridge,72,2.75,early,no,no,1,84.81115,0,1,0,0,1,0
Y3-0410,Y3,dry,control,Crocodile Bridge,102,2.75,no,no,no,1,64.21555,0,0,0,0,0,0
Y6-0410,Y6,dry,bolus,Crocodile Bridge,60,3.25,no,no,no,0,54.7759,0,0,0,0,0,1
R10-0410,R10,dry,bolus,Crocodile Bridge,64,3.5,no,no,no,0,52.20145,0,0,0,0,0,1
R12-0410,R12,dry,control,Crocodile Bridge,59,2.75,early,no,no,0,57.35035,0,0,0,0,0,0
R40-0410,R40,dry,control,Crocodile Bridge,48,3.5,early,no,no,0,53.0596,0,0,0,0,0,0
R7b-0410,R7b,dry,control,Crocodile Bridge,40,3.25,early,no,no,0,38.47105,0,0,0,0,0,0
R22-0510,R22,dry,bolus,Crocodile Bridge,63,3,no,no,no,0,70.2226,1,0,0,0,0,1
Y10-0510,Y10,dry,control,Crocodile Bridge,78,2.75,early,no,no,0,49.627,0,0,0,0,0,0
R25-0510,R25,dry,bolus,Crocodile Bridge,79,3,no,no,no,0,58.2085,0,0,0,0,0,0
R38-0510,R38,dry,bolus,Crocodile Bridge,77,2.75,early,no,no,0,64.21555,0,0,0,0,0,0
B37-0510,B37,dry,control,Lower Sabie,61,3.25,no,no,no,1,63.3574,0,0,1,0,1,1
R30-0510,R30,dry,bolus,Crocodile Bridge,79,2.5,no,yes,yes,0,63.3574,0,0,0,0,0,0
Y11-0510,Y11,dry,bolus,Crocodile Bridge,64,3,mid,no,no,0,63.3574,0,0,0,0,0,0
B33-0510,B33,dry,control,Lower Sabie,74,2.75,early,no,no,0,63.3574,0,0,0,0,0,0
O14-0510,O14,dry,control,Lower Sabie,75,2.5,no,no,no,1,-53.351,0,0,0,0,0,0
